"unusual_rt","unusual_acc","unusual_resp","unusual_cresp","approp_rt","approp_acc","approp_resp","approp_cresp","sentence_id","condition","sentence","id","type","engineering","appropriateness","unusualness","Appropriate.ACC","Unusual.ACC"
227,0,5,1,189,0,1,5,"41","HULA_non-engineering","The shooting stars returned the sky.",110,"Anomalous","non","low","high","Appropriate","Usual"
2116,0,5,1,236,0,5,1,"15","HUHA_non-engineering","The woman dripped words into his ear.",110,"Metaphorical","non","high","high","Inappropriate","Usual"
2597,1,5,5,1035,1,1,1,"53","LUHA_engineering","The mechanic decreased the efficiency of the motor.",110,"Literal","eng","high","low","Appropriate","Usual"
3864,1,5,5,196,0,5,1,"64","LUHA_non-engineering","The water soaked the swimmer.",110,"Literal","non","high","low","Inappropriate","Usual"
2982,0,5,1,395,0,5,1,"19","HUHA_non-engineering","The sun hammered on the earth.",110,"Metaphorical","non","high","high","Inappropriate","Usual"
1355,1,5,5,231,1,1,1,"72","LUHA_non-engineering","The dream pointed the direction.",110,"Literal","non","high","low","Appropriate","Usual"
1080,0,5,1,169,1,1,1,"9","HUHA_engineering","The fabric was zipped by glue.",110,"Metaphorical","eng","high","high","Appropriate","Usual"
768,0,5,1,349,1,1,1,"20","HUHA_non-engineering","The foilage staggered from the trees",110,"Metaphorical","non","high","high","Appropriate","Usual"
1239,1,5,5,179,1,1,1,"55","LUHA_engineering","The speakers produced sound.",110,"Literal","eng","high","low","Appropriate","Usual"
774,0,5,1,440,0,1,5,"50","HULA_non-engineering","The snow rubbed the ground.",110,"Anomalous","non","low","high","Appropriate","Usual"
620,0,5,1,584,1,1,1,"7","HUHA_engineering","The weather handicapped available transportation.",110,"Metaphorical","eng","high","high","Appropriate","Usual"
5146,0,5,1,252,0,5,1,"8","HUHA_engineering","The trains charged with great velocity.",110,"Metaphorical","eng","high","high","Inappropriate","Usual"
4964,0,5,1,298,0,5,1,"21","HUHA_non-engineering","The gravity pressured the moon.",110,"Metaphorical","non","high","high","Inappropriate","Usual"
803,0,5,1,284,1,1,1,"12","HUHA_engineering","The workers helped to awake the structure.",110,"Metaphorical","eng","high","high","Appropriate","Usual"
905,1,5,5,205,1,1,1,"52","LUHA_engineering","The paper clip stuck to the magnet.",110,"Literal","eng","high","low","Appropriate","Usual"
5217,0,5,1,136,0,1,5,"33","HULA_engineering","The pipe was inquired with a seal.",110,"Anomalous","eng","low","high","Appropriate","Usual"
641,0,5,1,147,1,1,1,"16","HUHA_non-engineering","The rain kissed her lips.",110,"Metaphorical","non","high","high","Appropriate","Usual"
1419,1,5,5,183,1,1,1,"65","LUHA_non-engineering","The moon brightened the world.",110,"Literal","non","high","low","Appropriate","Usual"
4447,0,5,1,135,0,5,1,"2","HUHA_engineering","The car was interrupted by the brakes' force.",110,"Metaphorical","eng","high","high","Inappropriate","Usual"
1980,0,5,1,126,1,5,5,"27","HULA_engineering","The wind has eaten the turbine.",110,"Anomalous","eng","low","high","Inappropriate","Usual"
1273,0,5,1,130,1,1,1,"17","HUHA_non-engineering","The fruits crowned the cake.",110,"Metaphorical","non","high","high","Appropriate","Usual"
559,1,5,5,164,1,1,1,"76","LUHA_non-engineering","The sun shone behind the clouds.",110,"Literal","non","high","low","Appropriate","Usual"
296,0,5,1,99,0,1,5,"39","HULA_engineering","The computers are lifted through a network.",110,"Anomalous","eng","low","high","Appropriate","Usual"
535,0,5,1,290,0,1,5,"37","HULA_engineering","The screw flapped toward the spring.",110,"Anomalous","eng","low","high","Appropriate","Usual"
1382,0,1,5,1263,0,5,1,"56","LUHA_engineering","The air system supplied the house with good ventilation.",110,"Literal","eng","high","low","Inappropriate","Unusual"
7140,1,5,5,277,1,1,1,"75","LUHA_non-engineering","The thunderclouds drifted across the fields.",110,"Literal","non","high","low","Appropriate","Usual"
1220,0,5,1,9,1,5,5,"43","HULA_non-engineering","The melody enrolled through the air.",110,"Anomalous","non","low","high","Inappropriate","Usual"
1220,0,5,1,282,1,5,5,"29","HULA_engineering","The new construction was chopped by the cover.",110,"Anomalous","eng","low","high","Inappropriate","Usual"
588,0,5,1,457,1,1,1,"11","HUHA_engineering","The saddle had a perforated shell enveloped by soft foam.",110,"Metaphorical","eng","high","high","Appropriate","Usual"
514,1,5,5,136,1,1,1,"63","LUHA_engineering","The soil was flattened by the roller.",110,"Literal","eng","high","low","Appropriate","Usual"
2016,0,5,1,120,0,5,1,"10","HUHA_engineering","The nails were abused by the hammer.",110,"Metaphorical","eng","high","high","Inappropriate","Usual"
3894,0,5,1,81,1,5,5,"32","HULA_engineering","The electricity was dared by the resistor.",110,"Anomalous","eng","low","high","Inappropriate","Usual"
640,0,5,1,1412,0,1,5,"51","HULA_non-engineering","The laughter graduated through the windows.",110,"Anomalous","non","low","high","Appropriate","Usual"
796,0,5,1,156,0,1,5,"40","HULA_non-engineering","The clouds trained over the city.",110,"Anomalous","non","low","high","Appropriate","Usual"
33333,0,5,1,363,0,1,5,"34","HULA_engineering","The dough goofed around in the mixer.",110,"Anomalous","eng","low","high","Appropriate","Usual"
1454,0,5,1,217,0,1,5,"42","HULA_non-engineering","The bee potted the flower.",110,"Anomalous","non","low","high","Appropriate","Usual"
4452,0,5,1,183,1,5,5,"47","HULA_non-engineering","The volcano pummeled the lava.",110,"Anomalous","non","low","high","Inappropriate","Usual"
1619,1,5,5,195,1,1,1,"59","LUHA_engineering","The metals were fused into a weld.",110,"Literal","eng","high","low","Appropriate","Usual"
512,1,5,5,259,1,1,1,"61","LUHA_engineering","The intense heat melted the plastic.",110,"Literal","eng","high","low","Appropriate","Usual"
4288,1,1,1,1145,1,5,5,"106","HULA_engineering","The bus was garnished by electricity.",116,"Anomalous","eng","low","high","Inappropriate","Unusual"
4390,0,1,5,1213,1,1,1,"147","LUHA_non-engineering","The ivy coated the tree.",116,"Literal","non","high","low","Appropriate","Unusual"
4598,1,1,1,1240,1,5,5,"108","HULA_engineering","The weather memorized available transportation.",116,"Anomalous","eng","low","high","Inappropriate","Unusual"
7635,0,5,1,1336,0,1,5,"103","HULA_engineering","The car was sewed by the brakes' force.",116,"Anomalous","eng","low","high","Appropriate","Usual"
1108,1,5,5,1070,1,1,1,"145","LUHA_non-engineering","The worm ate through the apple.",116,"Literal","non","high","low","Appropriate","Usual"
3828,1,5,5,1312,1,1,1,"152","LUHA_non-engineering","The laughter burst through the windows.",116,"Literal","non","high","low","Appropriate","Usual"
3804,1,1,1,743,1,1,1,"78","HUHA_engineering","The mechanic injured the efficiency of the motor",116,"Metaphorical","eng","high","high","Appropriate","Unusual"
4803,1,5,5,1990,1,1,1,"135","LUHA_engineering","The dough spun around in the mixer.",116,"Literal","eng","high","low","Appropriate","Usual"
4218,1,1,1,4132,1,1,1,"96","HUHA_non-engineering","The sun drank the dew.",116,"Metaphorical","non","high","high","Appropriate","Unusual"
9117,0,5,1,761,0,1,5,"124","HULA_non-engineering","The echo brushed through the cave.",116,"Anomalous","non","low","high","Appropriate","Usual"
8898,1,5,5,46,0,5,1,"143","LUHA_non-engineering","The bee abandoned the flower.",116,"Literal","non","high","low","Inappropriate","Usual"
5875,1,1,1,33,1,1,1,"94","HUHA_non-engineering","The heat scarred the ground.",116,"Metaphorical","non","high","high","Appropriate","Unusual"
1474,0,1,5,3523,1,1,1,"149","LUHA_non-engineering","The stars sprinkled over the desert.",116,"Literal","non","high","low","Appropriate","Unusual"
4148,1,1,1,13,1,1,1,"97","HUHA_non-engineering","The dream highlighted the direction.",116,"Metaphorical","non","high","high","Appropriate","Unusual"
1559,1,1,1,6159,0,1,5,"115","HULA_non-engineering","The researcher disappointed a theory.",116,"Anomalous","non","low","high","Appropriate","Unusual"
8576,1,1,1,722,1,1,1,"82","HUHA_engineering","The ice quieted the river's flow.",116,"Metaphorical","eng","high","high","Appropriate","Unusual"
3529,1,1,1,1236,0,1,5,"120","HULA_non-engineering","The sun rained on the earth.",116,"Anomalous","non","low","high","Appropriate","Unusual"
1787,1,1,1,1572,1,5,5,"116","HULA_non-engineering","The woman stitched words into his ear.",116,"Anomalous","non","low","high","Inappropriate","Unusual"
1265,1,1,1,2615,1,5,5,"119","HULA_non-engineering","The surfer telephoned with the waves.",116,"Anomalous","non","low","high","Inappropriate","Unusual"
6967,1,1,1,3085,1,5,5,"109","HULA_engineering","The trains sneezed with great velocity.",116,"Anomalous","eng","low","high","Inappropriate","Unusual"
3842,1,5,5,1040,1,1,1,"150","LUHA_non-engineering","The waves flooded the beach.",116,"Literal","non","high","low","Appropriate","Usual"
1449,0,5,1,963,1,1,1,"98","HUHA_non-engineering","The siren sang over the city.",116,"Metaphorical","non","high","high","Appropriate","Usual"
1753,1,5,5,1318,1,1,1,"151","LUHA_non-engineering","The snow frosted the ground.",116,"Literal","non","high","low","Appropriate","Usual"
1830,1,1,1,674,1,1,1,"90","HUHA_non-engineering","The moon tinted the world.",116,"Metaphorical","non","high","high","Appropriate","Unusual"
6387,1,1,1,9169,0,1,5,"117","HULA_non-engineering","The rain braided her lips.",116,"Anomalous","non","low","high","Appropriate","Unusual"
1128,1,1,1,1901,1,1,1,"83","HUHA_engineering","The plants are motivated by temperature.",116,"Metaphorical","eng","high","high","Appropriate","Unusual"
10026,1,1,1,14,0,1,5,"123","HULA_non-engineering","The brook cycled through the forest.",116,"Anomalous","non","low","high","Appropriate","Unusual"
3939,1,1,1,2162,0,1,5,"102","HULA_engineering","The snow was cured by the heat of the sunlight.",116,"Anomalous","eng","low","high","Appropriate","Unusual"
2126,1,5,5,949,1,1,1,"133","LUHA_engineering","The electricity was hindered by the resistor.",116,"Literal","eng","high","low","Appropriate","Usual"
1128,1,5,5,1595,1,1,1,"132","LUHA_engineering","The technician repaired the plane's wing.",116,"Literal","eng","high","low","Appropriate","Usual"
3256,1,1,1,17,1,1,1,"91","HUHA_non-engineering","The garden died in the winter.",116,"Metaphorical","non","high","high","Appropriate","Unusual"
1379,0,1,5,2901,0,5,1,"129","LUHA_engineering","The metal was polished by the brush.",116,"Literal","eng","high","low","Inappropriate","Unusual"
5428,0,5,1,1386,0,1,5,"127","HULA_non-engineering","The feeling lunched over time.",116,"Anomalous","non","low","high","Appropriate","Usual"
1397,1,5,5,893,1,1,1,"144","LUHA_non-engineering","The melody floated through the air.",116,"Literal","non","high","low","Appropriate","Usual"
4943,1,1,1,530,1,1,1,"93","HUHA_non-engineering","The storm chased away the dune.",116,"Metaphorical","non","high","high","Appropriate","Unusual"
1879,1,1,1,6043,1,5,5,"107","HULA_engineering","The oil voted from the pump.",116,"Anomalous","eng","low","high","Inappropriate","Unusual"
4038,1,5,5,767,1,1,1,"138","LUHA_engineering","The screw rolled toward the spring.",116,"Literal","eng","high","low","Appropriate","Usual"
2792,1,1,1,738,0,1,5,"113","HULA_engineering","The workers helped to coach the structure.",116,"Anomalous","eng","low","high","Appropriate","Unusual"
4192,1,1,1,803,1,5,5,"125","HULA_non-engineering","The morning dew debated on the meadow.",116,"Anomalous","non","low","high","Inappropriate","Unusual"
3360,0,5,1,861,0,1,5,"112","HULA_engineering","The saddle had a perforated shell devoted by soft foam.",116,"Anomalous","eng","low","high","Appropriate","Usual"
5875,0,5,1,906,1,1,1,"87","HUHA_engineering","The machine adds pressure and heat to invigorate the rubber.",116,"Metaphorical","eng","high","high","Appropriate","Usual"
7442,1,5,5,922,1,1,1,"148","LUHA_non-engineering","The volcano erupted the lava.",116,"Literal","non","high","low","Appropriate","Usual"
1177,1,1,1,456,1,1,1,"81","HUHA_engineering","The air system gifted the house with good ventilation.",116,"Metaphorical","eng","high","high","Appropriate","Unusual"
1095,1,5,5,1774,1,1,1,"139","LUHA_engineering","The car wasted all of the gas.",116,"Literal","eng","high","low","Appropriate","Usual"
1790,1,1,1,557,1,1,1,"85","HUHA_engineering","The light inspired the stone to change color.",116,"Metaphorical","eng","high","high","Appropriate","Unusual"
1051,1,5,5,1082,1,1,1,"128","LUHA_engineering","The wind has moved the turbine.",116,"Literal","eng","high","low","Appropriate","Usual"
1696,1,1,1,3362,0,1,5,"121","HULA_non-engineering","The foliage trickled from the trees.",116,"Anomalous","non","low","high","Appropriate","Unusual"
839,1,5,5,1111,1,1,1,"134","LUHA_engineering","The pipe was secured with a seal.",116,"Literal","eng","high","low","Appropriate","Usual"
4341,1,1,1,990,1,1,1,"80","HUHA_engineering","The speakers fostered sound.",116,"Metaphorical","eng","high","high","Appropriate","Unusual"
899,1,1,1,3829,1,5,5,"110","HULA_engineering","The fabric was cooked by glue.",116,"Anomalous","eng","low","high","Inappropriate","Unusual"
1801,1,1,1,19,0,1,5,"104","HULA_engineering","The shadows were jiggled by light.",116,"Anomalous","eng","low","high","Appropriate","Unusual"
953,1,5,5,1117,1,1,1,"142","LUHA_non-engineering","The shooting stars lit the sky.",116,"Literal","non","high","low","Appropriate","Usual"
3576,1,1,1,956,0,1,5,"114","HULA_engineering","The repairman deceived the stuck hinge with grease.",116,"Anomalous","eng","low","high","Appropriate","Unusual"
3897,1,1,1,4006,1,5,5,"122","HULA_non-engineering","The gravity baptized the moon.",116,"Anomalous","non","low","high","Inappropriate","Unusual"
3910,1,5,5,947,1,1,1,"131","LUHA_engineering","The dam stalled the water.",116,"Literal","eng","high","low","Appropriate","Usual"
559,1,5,5,1062,1,1,1,"141","LUHA_non-engineering","The clouds passed over the city.",116,"Literal","non","high","low","Appropriate","Usual"
1061,1,1,1,947,1,1,1,"95","HUHA_non-engineering","The earthquake inhaled the city.",116,"Metaphorical","non","high","high","Appropriate","Unusual"
2422,1,1,1,3585,1,5,5,"105","HULA_engineering","The rocks grew into the hole.",116,"Anomalous","eng","low","high","Inappropriate","Unusual"
6649,1,1,1,4013,1,1,1,"92","HUHA_non-engineering","The cloud cover quenched the country.",116,"Metaphorical","non","high","high","Appropriate","Unusual"
9678,1,1,1,3118,1,5,5,"111","HULA_engineering","The nails were knitted by the hammer.",116,"Anomalous","eng","low","high","Inappropriate","Unusual"
1171,1,5,5,935,1,1,1,"146","LUHA_non-engineering","The flag turned in the wind.",116,"Literal","non","high","low","Appropriate","Usual"
797,1,5,5,850,1,1,1,"140","LUHA_engineering","The computers are connected through a network.",116,"Literal","eng","high","low","Appropriate","Usual"
4053,1,1,1,471,1,1,1,"99","HUHA_non-engineering","The song bounced in her ear.",116,"Metaphorical","non","high","high","Appropriate","Unusual"
1121,1,5,5,4618,1,1,1,"130","LUHA_engineering","The new construction was sheltered by the cover.",116,"Literal","eng","high","low","Appropriate","Usual"
2669,1,1,1,6,1,1,1,"79","HUHA_engineering","The wind governed the wheel.",116,"Metaphorical","eng","high","high","Appropriate","Unusual"
2021,1,1,1,2,0,1,5,"118","HULA_non-engineering","The fruits counted the cake.",116,"Anomalous","non","low","high","Appropriate","Unusual"
771,1,1,1,1593,1,1,1,"84","HUHA_engineering","The metals were married into a weld.",116,"Metaphorical","eng","high","high","Appropriate","Unusual"
1805,1,1,1,966,1,5,5,"126","HULA_non-engineering","The musician baked the violin.",116,"Anomalous","non","low","high","Inappropriate","Unusual"
1142,1,5,5,1482,1,1,1,"136","LUHA_engineering","The knives rested in their holder.",116,"Literal","eng","high","low","Appropriate","Usual"
3734,0,5,1,737,1,1,1,"101","HUHA_non-engineering","The sun sulked behind the clouds.",116,"Metaphorical","non","high","high","Appropriate","Usual"
1718,1,1,1,492,1,1,1,"77","HUHA_engineering","The paper clip escaped to the magnet.",116,"Metaphorical","eng","high","high","Appropriate","Unusual"
815,0,5,1,1280,1,1,1,"88","HUHA_engineering","The soil was groomed by the roller.",116,"Metaphorical","eng","high","high","Appropriate","Usual"
3995,1,1,1,434,1,1,1,"86","HUHA_engineering","The intense heat mutilated the plastic.",116,"Metaphorical","eng","high","high","Appropriate","Unusual"
